,Unnamed: 0,0
10862,578,Little Miss Chief Gourmet Products Inc
10863,579,Living Alive Granola
10864,580,Lloyd Star Group Int'l Inc.
10865,581,LOC Industries Inc.
10866,582,Localize Services Ltd.
10867,583,Lorenz Conveying Products Corp.
10868,584,LS Distribution
10869,585,Jon Jen Soap Co.
10870,586,Jones Healthcare Group
10871,587,JRTech Solutions
10872,588,Jungbunzlauer Inc.
10873,589,Kappa Foods
10874,590,Kawartha Dairy Limited
10875,591,KB Honey Family
10876,592,Kellogg Canada Inc.
10877,593,Kentville Research and Development Centre
10878,594,Ketchum Manufacturing Inc.
10879,595,Kienna Coffee Roasters
10880,596,Kimberly-Clark Inc.
10881,597,Kingman Industries (2012) Ltd.
10882,598,Kingspan Insulated Panels Ltd.
10883,599,Knack Industrial Contracting
10884,600,Kool-Down Beverage Corp.
10885,601,Korea Food Trading
10886,602,KOROK GROUP
10887,603,Kraft Heinz Canada ULC
10888,604,Kriscor & Associates
10889,605,Kruger Products L.P.
10890,606,L'Emballage Tout Inc.
10891,607,L.B. Maple Treat Corp
10892,608,L.N. Reynolds Co. Ltd.
10893,609,La Fromagerie Champetre Inc.
10894,610,La Maison Beausoleil Inc.
10895,611,Label Pak Printing Inc.
10896,612,Lallemand Health Solutions
10897,613,Lanthier Bakery Ltd.
10898,614,Layfield Flexible Films
10899,615,LeadBetter Foods Inc.
10900,616,LED in Action
10901,617,LeKac Sourcing Ltd
10902,618,Lenbrook Canada Solutions
10903,619,Les Cuisines Gaspesiennes Lte
10904,620,Les Industries Bernard & Fils Ltée
10905,621,LFT Group Brands
10906,622,Liquids+Solids Culinary Innovations
10907,623,Little Qualicum Cheeseworks Ltd.
10908,624,LKK-Richmond Office
10909,625,Loblaw Companies Limited
10910,626,Local Pest & Wildlife Control
10911,627,LORELYN'S GOURMET DESSERT
10912,628,Lotus Produce Bag
10913,629,Lubriplate Lubricants
10914,630,LUDA Foods
10915,631,Lumsden Brothers Ltd.
10916,632,Lyndhurst Naturals
10917,633,Macdonalds Consolidated
10918,634,Mad Mexican
10919,635,Magna Industries Inc.
10920,636,Mainland Floral Distributors Ltd.
10921,637,Maple Leaf Displays Inc.
10922,638,Marc Angelo Foods
10923,639,Mario's Gelati Ltd.
10924,640,Marquis Milling and Grain / Nunweiler's Flour
10925,641,Maxill Inc.
10926,642,Maxxam Analytics
10927,643,"McCarthy Consultant Services, Inc."
10928,644,McCowan Design & Manufacturing Limited
10929,645,McLean Hallmark Insurance Group Ltd.
10930,646,Meadowfresh Dairy
10931,647,Melitta Canada Inc.
10932,648,Mérieux NutriSciences - Silliker Canada Co.
10933,649,Metzger Meat Products
10934,650,MFG Tray (Molded Fiber Glass Tray Co)
10935,651,Michel Saint-Arneault Inc.
10936,652,MILK 2020
10937,653,MiMi Foods
10938,654,Misty Mountain Specialties
10939,655,Mj Feed Mill Systems Inc.
10940,656,MNP LLP
10941,657,Molinaro's Fine Italian Foods Ltd.
10942,658,Morehouse Foods Canada
10943,659,Mosaic Sales Solutions
10944,660,Mother Parkers Tea & Coffee
10945,661,Mountain Sky Soaps
10946,662,Multi-Action West
10947,663,Musicworks Ltd
10948,664,Nakoma Products LLC
10949,665,Nanton Water & Soda Ltd.
10950,666,National Bank of Canada
10951,667,National EAS Ltd.
10952,668,National Resource Partners Inc.
10953,669,Natura Foods
10954,670,Natural Pastures Cheese
10955,671,Naturally Nutritious Food (2008) Inc.
10956,672,Nature's Choice Foods Limited
10957,673,Nature's Path Foods Inc.
10958,674,"Nelson-Jameson, Inc."
10959,675,Lumar Ideal Inc.
10960,676,Lynden Incorporated
10961,677,M.A.P. International Freight Incl
10962,678,MacLeod Agronomics
10963,679,Magic Lite
10964,680,Maheu&Maheu Pest Management
10965,681,Malabar Super Spice Co. Ltd.
10966,682,Maplehurst Bakery / Ready Bake Foods Inc.
10967,683,Margarine Thibault
10968,684,Marketing Impact Ltd.
10969,685,Matt & Steve's
10970,686,Maxim Truck & Trailer
10971,687,McCall's Bakers & Supplies
10972,688,McCormick Canada
10973,689,McLaren Doors
10974,690,MD Packaging Inc.
10975,691,Meat & Poultry Ontario
10976,692,Merchant Retail Solutions ULC
10977,693,Metro Compactor Service Inc.
10978,694,"Mexican Corn Products, Inc."
10979,695,Micaelense Home Bakery Ltd.
10980,696,Mighty Oaks
10981,697,Millennium Pacific
10982,698,Minotaur Software Ltd.
10983,699,Miwe Canada Inc.
10984,700,MMIS Inc. / MMIS Mondo
10985,701,Mojo Jojo Pickles
10986,702,Monfitello
10987,703,Morris Lee Ltd
10988,704,Mosur Machine Co. Ltd.
10989,705,Mountain Meadows Food Processing (2004) Ltd.
10990,706,Mountain Top Foods Ltd.
10991,707,Murray Market Access
10992,708,Muskoka Springs
10993,709,"Namaste Foods, LLC"
10994,710,Nat'l Assoc. for the Specialty Food Trade
10995,711,National Deduction Recovery
10996,712,National Importers Inc.
10997,713,National Sunflower Association
10998,714,NATURAL HEALTH DISTRIBUTION LTD.
10999,715,Naturally Homegrown Foods Ltd.
11000,716,Nature Knows Inc.
11001,717,Nature's Cup Tea
11002,718,NEBS Business Products Ltd.
11003,719,Nemfood Corp.
11004,720,Neogen
11005,721,New Zealand Trade & Enterprise
11006,722,Newport Gourmet Foods Inc.
11007,723,Nielsen Canada
11008,724,Nimbus Water Systems Inc.
11009,725,Nivel Inc.
11010,726,Norbec Systems Inc.
11011,727,Norseland Inc.
11012,728,North American Produce Buyers Limited
11013,729,Northern Lights Foods
11014,730,Northern Quinoa Production Corp.
11015,731,Northwest Refrigeration
11016,732,Nova Scotia Business Inc.
11017,733,NSF International
11018,734,NuStart Marketing Ltd.
11019,735,Nutriart s.e.c.
11020,736,Oakrun Farm Bakery
11021,737,OCR Canada Ltd.
11022,738,Oggi Foods Inc.
11023,739,Oilseed Innovation Partners
11024,740,Okanagan Rawsome Natural Foods Inc.
11025,741,Olaf Packaging Group Inc.
11026,742,Olive-it International Inc.
11027,743,OMCAN
11028,744,Omega Food Importers Co. Ltd.
11029,745,Ontario Agri-Food Technologies
11030,746,Ontario Ginseng Growers Assn.
11031,747,Ontario Pork
11032,748,"Open Systems, Inc."
11033,749,Organic Products Lanka Inc.
11034,750,ORITE Ingredient Ltd.
11035,751,Ortai Inc.
11036,752,Otimo Brazilian Cheese Puffs
11037,753,Ozery's Pita Break
11038,754,Pal Distributors Inc.
11039,755,Pan Glo® Canada Pan Coatings Inc.
11040,756,Parmalat Canada
11041,757,Pasta Romana Foods Inc.
11042,758,Paul Valder Consulting
11043,759,Pearson Packaging Systems
11044,760,Pemberton & Associates Inc.
11045,761,Peter Piper Pepper
11046,762,Pied-Mont Dora Inc.
11047,763,Pinnacle Foods Canada Corp.
11048,764,Planet Foods Inc.
11049,765,Nestlé Canada Inc.
11050,766,Newco Enterprises Inc.
11051,767,Nexpharma Inc.
11052,768,Nilfisk Canada
11053,769,Nitta Gelatin
11054,770,Noraxx Inspections Inc.
11055,771,Nord Gear Limited
11056,772,Norstar Corporation
11057,773,Northern Financial Group
11058,774,Northern Nutraceuticals Inc.
11059,775,Northfork Bison Distributions Inc.
11060,776,Nova Cold Logistics
11061,777,NRT Technology Corporation
11062,778,NuEra Nutraceutical Inc.
11063,779,Nutrasource
11064,780,O-I
11065,781,Ocean Brands
11066,782,Office Central
11067,783,Oh Naturals
11068,784,OK Frozen Dough
11069,785,Okanagan Specialty Fruits Inc.
11070,786,Old Country Seeds - Franchi Seeds Canada
11071,787,Olymel
11072,788,Omega Alpha Pharmaceuticals Inc.
11073,789,"Omori Machinery Co., Ltd."
11074,790,Ontario Food Terminal Board
11075,791,Ontario Natural Food Co-op
11076,792,Ontario Seed Company Ltd.
11077,793,OperationSafety
11078,794,Organika Health Products
11079,795,Orkin Canada
11080,796,Osram Sylvania Ltd.
11081,797,Oxford Food Group
11082,798,P.J. Impex Inc.
11083,799,Pallet Renew Inc.
11084,800,Pan-Oston Ltd.
11085,801,Parrish & Heimbecker Limited
11086,802,PatsyPie® Gluten-Free Bakery
11087,803,PBR Laboratories Inc.
11088,804,"PECO Pallet, Inc."
11089,805,PepsiCo Foods Canada
11090,806,PHARMALAB INC.
11091,807,Piller's Fine Foods
11092,808,PK Chem Industries Ltd.
11093,809,Platinum Naturals Ltd.
11094,810,PMD Solutions Plus
11095,811,Portofino Bakery
11096,812,Pouch Makers Canada Inc.
11097,813,PPI Technologies Group
11098,814,Prairie Meats LP
11099,815,Praxair Canada Inc.
11100,816,PreGel Canada
11101,817,Prime Nutrisource Inc.
11102,818,Prinex Media Inc.
11103,819,Printex Transparent Packaging
11104,820,Pro-Cert Organic Systems Ltd.
11105,821,Proaction Groupe
11106,822,Produlith
11107,823,Progress Therapeutics Inc.
11108,824,Promising Health Inc.
11109,825,Prospect Media Group Ltd.
11110,826,Punch Tools Inc.
11111,827,QBD Modular Systems
11112,828,QMS International Inc.
11113,829,Quadro Engineering Corp.
11114,830,Queen Bee Honey
11115,831,Quinte Economic Development Commission
11116,832,R-J Machinery Inc.
11117,833,Rabobank Canada
11118,834,RAIMAC FOOD STORE EQUIPMENT
11119,835,Rao's Specialty Foods
11120,836,Rea UltraVapor Inc.
11121,837,Redbud Supply Inc.
11122,838,RedFrog Enterprises Ltd.
11123,839,Refresco Canada Inc.
11124,840,Reicas Distribution Inc
11125,841,Reiser (Canada) Co.
11126,842,Retail Advantage Inc.
11127,843,Retail Resource Services Inc.
11128,844,Rhodes Kook-e-King
11129,845,Richmond Traders Inc
11130,846,RiverFresh Wild BC Seafood
11131,847,RJW Consulting Canada Ltd.
11132,848,Rogers Sugar
11133,849,Rollover Premium Pet Food Ltd.
11134,850,Ronald A. Chisholm Limited
11135,851,Rootree
11136,852,Rosun Natural Products Inc
11137,853,Rotobale Compaction Solutions Inc.
11138,854,RTS Retail
11139,855,PNP Pharmaceuticals Inc.
11140,856,Potandon Produce LLC
11141,857,Powell May International
11142,858,Prairie Harvest Canada Ltd.
11143,859,Prairie West Ice Cream Inc.
11144,860,Precision Label Ltd.
11145,861,Premier Truck Body Ltd
11146,862,Primex Manufacturing Ltd.
11147,863,Prinova Group
11148,864,Pro Line Nutrition Ltd.
11149,865,Pro-Western Plastics Ltd.
11150,866,ProAmpac
11151,867,Professional Ingredients Inc.
11152,868,ProMinent Fluid Controls Ltd.
11153,869,Promolux Lighting Intl.
11154,870,Provisur Technologies Inc.
11155,871,QA Supplies LLC
11156,872,QLD Communications Inc.
11157,873,Quadra Ingredients
11158,874,Quality Cheese Inc.
11159,875,Quik's Farm Ltd.
11160,876,R-Biopharm Inc.
11161,877,R.E. Morrison Equipment Inc.
11162,878,Rackow Polymers Corporation
11163,879,Rainier Fruit Company
11164,880,REA JET Canada
11165,881,Reccard Inc.
11166,882,Redemac Inc.
11167,883,Redpath Sugar Ltd.
11168,884,Reha Enterprises Ltd.
11169,885,Reinhart Foods
11170,886,Restaurants Canada (formerly CRFA)
11171,887,Retail Learning Institute
11172,888,RF Bakery Equipment
11173,889,Richardson Food & Ingredients
11174,890,Riverbend Plantation Gourmet
11175,891,RJT Blueberry Park Inc.
11176,892,RMA Canada
11177,893,"RollCo inc. simple, easy, fast"
11178,894,"Romer Labs Canada, ULC"
11179,895,Ronnie's Jumbo Seeds
11180,896,Rosemount Sales & Marketing Inc.
11181,897,Rothsay Biodiesel
11182,898,RPC
11183,899,Ryder Material Handling
11184,900,"Ryder System, Inc."
11185,901,S.M. Products (BC) Ltd.
11186,902,Sable & Rosenfeld
11187,903,SAI Global
11188,904,Salamina Foods
11189,905,Sani Marc | Food & Beverage Division
11190,906,SANIMAX
11191,907,Sask. Food Industry Development Centre
11192,908,Saunders Family Farm
11193,909,Schinkel's Legacy
11194,910,Scholtens Candy Inc
11195,911,Scotsburn Ice Cream Company
11196,912,Scott-Bathgate Ltd.
11197,913,Scoular
11198,914,Sealed Air Food Care
11199,915,Select Food Products Limited
11200,916,Sensormatic Canada Ltd.
11201,917,Septimatech Group Inc.
11202,918,SG Ceresco Inc.
11203,919,Shah Trading Company
11204,920,She Devil Delights Ltd
11205,921,Shell Canada Ltd.
11206,922,SIAL Canada
11207,923,Silani Sweet Cheese Ltd.
11208,924,Simply Protein
11209,925,SIR Solutions
11210,926,SKS Novelty Co. Ltd.
11211,927,So Health Canada Manufacturing
11212,928,Solpak Packaging Solutions Inc.
11213,929,SOPEXA CANADA
11214,930,South Island Pie Co.
11215,931,Sparks Eggs Inc.
11216,932,Sperling Industries Ltd.
11217,933,Spolumbo's Sausages
11218,934,Standard-Knapp
11219,935,Start-Ups Choice
11220,936,Stericycle ExpertSOLUTIONS
11221,937,Stickling's Specialty Bakery Ltd.
11222,938,Structural Panels Inc.
11223,939,Sugarplum Desserts Ltd.
11224,940,Sundance Seafood Ltd.
11225,941,Sunrise Foods International Inc.
11226,942,Sunshine Pickles
11227,943,Super-Pufft Snacks Corp.
11228,944,Sure Good Foods Ltd.
11229,945,S.A. Chocolate Aliments Inc.
11230,946,Sabine's Collections
11231,947,Sabra Dipping Co.
11232,948,Saksco Gourmet Basket Supplies
11233,949,Samuel Packaging Systems Group
11234,950,Sani-Matic
11235,951,Sargent Farms
11236,952,Saskatchewan Food & Ingredient Processors Asn
11237,953,Scardillo Cheese / Flamingo Foods Ltd
11238,954,Scholtens Candy Inc
11239,955,SciCorp International Corp.
11240,956,Scott Process Equipment & Controls Inc.
11241,957,Scotty's Refrigeration Inc.
11242,958,SDI Packaging Inc.
11243,959,Second Harvest
11244,960,Sensitech Canada
11245,961,Seoul Trading Corp.
11246,962,Serve Canada Food Equipment
11247,963,Shafer-Haggart Ltd.
11248,964,Shat-R-Shield Inc.
11249,965,Shelf Talkers Manufacturing Inc.
11250,966,SherwayGroup
11251,967,Sika Canada Inc.
11252,968,Silver Resonance Inc.
11253,969,Simply Simple Foods Inc.
11254,970,Skjodt Barrett Foods
11255,971,SMITH
11256,972,Solar Gold Dried Fruit
11257,973,Somerset
11258,974,"Source Nutraceutical, Inc."
11259,975,SP Sales
11260,976,Spectra Foods Ltd.
11261,977,Spice Mantra
11262,978,St-Albert Cheese Co-Operative Inc.
11263,979,Star Wholesale Canada
11264,980,Stemmler Meats & Cheese Inc.
11265,981,Sterling Press & Packaging Inc.
11266,982,STOCK Packaging Canada
11267,983,Sublime Desserts Inc.
11268,984,Summer Kitchen Fine Food Inc
11269,985,Sunny Crunch Foods Ltd.
11270,986,Sunshine Farms
11271,987,Super Poly Ltd.
11272,988,Superior Technologies
11273,989,Surety Food Safety Group Inc.
11274,990,Surface Renewal Systems(2016) Ltd.
11275,991,Sylvan Star Cheese Ltd.
11276,992,SYNQ Security + Access Technology
11277,993,Systemes LMP Inc.
11278,994,Taipak Enterprises Ltd.
11279,995,Tamsco Food Systems Inc.
11280,996,Taste of Greece Gourmet Foods and Drinks
11281,997,TELUS
11282,998,Terminix Canada
11283,999,Tetra Pak Canada Inc.
11284,1000,TFI Food Equipment Solutions
11285,1001,Thai Indochine Trading Inc.
11286,1002,The Elite Meat Company
11287,1003,The Garlic Box Inc.
11288,1004,"The Little Potato Company, Ltd."
11289,1005,The Oxford Connection
11290,1006,The Stonemill Bakehouse Ltd.
11291,1007,THM Group
11292,1008,TLS Truck Load Services
11293,1009,Tofutti-Cholac Foods
11294,1010,Tootsi Impex Inc.
11295,1011,Torizon Logistics Inc.
11296,1012,Total Cleanse
11297,1013,"Total Refrigeration Gaskets, Inc."
11298,1014,Toufayan Bakeries Inc.
11299,1015,Trademark Factory®
11300,1016,"TrainCan, Inc."
11301,1017,TransCold Distribution Ltd.
11302,1018,TransX Group of Companies
11303,1019,Trenton Cold Storage
11304,1020,Tri-V Pet Foods Ltd.
11305,1021,Trimpac Sysco Inc.
11306,1022,Troll Bridge Creek Inc.
11307,1023,True North Seafood Company
11308,1024,Trumps Food Interest Ltd.
11309,1025,Turbo Images
11310,1026,Turkey Hill Sugarbush Ltd.
11311,1027,TWD technologies
11312,1028,U.S. Pharmacopeia
11313,1029,UMAC-CORE
11314,1030,Unico (Primo)
11315,1031,Unifiller Systems Inc.
11316,1032,UniPac Packaging Products Ltd.
11317,1033,UNITEX Sales Ltd.
11318,1034,UrbanZen Tea Inc.
11319,1035,Sweda Canada Inc.
11320,1036,Symbotic Canada
11321,1037,SYSPRO Canada
11322,1038,T-Brothers Food & Trading Ltd.
11323,1039,Talbot Consultants International Inc.
11324,1040,Tartine Tarts Inc.
11325,1041,Taylor Company
11326,1042,Temple Lifestyle
11327,1043,Terra Coffee & Tea Ltd.
11328,1044,TFB & Associates Ltd.
11329,1045,Thai Away Home
11330,1046,The Edlong Corporation
11331,1047,The Erb Group of Companies
11332,1048,The Grocery People (TGP)
11333,1049,The Oppenheimer Group
11334,1050,The Reusable Paper Towels
11335,1051,Thermo Design Insulation Ltd.
11336,1052,Tillsonburg Custom Foods
11337,1053,TMF Foods - Peameal Bacon of Canada Inc.
11338,1054,Tomra Canada Inc.
11339,1055,Toppits Foods Ltd.
11340,1056,TOSCA
11341,1057,Total Health Centre
11342,1058,Touche Bakery Inc.
11343,1059,Town & Country Uniforms Inc.
11344,1060,Trailcon Leasing Inc.
11345,1061,Trajectory Beverage Partners
11346,1062,Translations.CA
11347,1063,Tree of Life Canada Inc.
11348,1064,Tri-Mach Group Inc.
11349,1065,TricorBraun
11350,1066,Trinity Plastic Products Inc.
11351,1067,TRSB Inc.
11352,1068,Truffle Pig Chocolate
11353,1069,TST Graphic Solutions
11354,1070,Turkey Farmers of Canada
11355,1071,Turnstile Security Systems
11356,1072,U.S. Highbush Blueberry Council
11357,1073,Ultima Foods
11358,1074,"UNFI Canada, Inc."
11359,1075,Unified Brands
11360,1076,Unilever Canada
11361,1077,VC999 Canada
11362,1078,VersaCold Logistics Services
11363,1079,Vineland Research and Innovation Centre
11364,1080,Vitala Foods
11365,1081,W.G. Pro Manufacturing
11366,1082,Walker Environmental
11367,1083,Washington Apple Commission
11368,1084,Weber Marking Systems of Canada
11369,1085,Weetabix of Canada Limited
11370,1086,"Well-Pict Berries, Inc."
11371,1087,Wellesley Apple Products
11372,1088,Westberry Farms Ltd.
11373,1089,Western Refrigeration & Beverage Equipment
11374,1090,Western Sage Honey
11375,1091,Western Spring and Wire Ltd.
11376,1092,Westrow Food Group
11377,1093,Whyte's Food Corp.
11378,1094,Wilson Display Ltd.
11379,1095,Windset Farms
11380,1096,Wine Marketing Association of Ontario
11381,1097,Wipeco Industries
11382,1098,WorkSafe BC
11383,1099,WTI Inc.
11384,1100,Yorkshire Valley Farms
11385,1101,Zast Foods Corporation
11386,1102,"Zero Zone, Inc."
11387,1103,Veolia Water Technologies Canada
11388,1104,VIC Store Fixtures Inc.
11389,1105,VisKase Companies inc.
11390,1106,Voortman Cookies Limited
11391,1107,W.T. Lynch Foods Ltd.
11392,1108,Warwick Salt Inc.
11393,1109,Watson Gloves
11394,1110,Wedlock Paper Converters Ltd.
11395,1111,Weiss Food Technologies
11396,1112,WELLBAKE Equipment Inc.
11397,1113,Wendell Estate Honey
11398,1114,Western Dairy Council
11399,1115,Western Rice Mills Ltd.
11400,1116,Western Scale Co. Ltd.
11401,1117,Weston Foods
11402,1118,Whistler Water Inc.
11403,1119,WIBERG Corporation
11404,1120,Wilson's Truck Lines Inc.
11405,1121,Wine Lovers Agency
11406,1122,Winkler Meats Ltd.
11407,1123,Wood Enterprises
11408,1124,World Alliance Retail Excellence & Standards
11409,1125,YoFiit
11410,1126,Zanduco Restaraunt Equipment & Supplies Inc.
11411,1127,Zep Manufacturing Company
11412,1128,Zpirit Foods Inc.
11489,ZX Auto,0
11490,0,A. Espersen A/S Food
11491,1,A/S Crispy Food International Food
11492,2,Aasted ApS Food
11493,3,Bisca A/S Food
11494,4,BPI A/S Food
11495,5,Brdr. Hartmann A/S Food
11496,6,Cargill Nordic A/S Food
11497,7,Carlsberg Danmark A/S Food
11498,8,Cloetta Danmark ApS Food
11499,9,CO-RO A/S Food
11500,10,Coronet Cake Company ApS Food
11501,11,Danæg Products A/S Food
11502,12,DAT-Schaub A/S Food
11503,13,DLF Seeds A/S Food
11504,14,Dupont Nutrition Biosciences ApS Food
11505,15,ESS-Food A/S Food
11506,16,Foodservice Danmark A/S Food
11507,17,GEA Process Engineering A/S Food
11508,18,Haas-Meincke A/S Food
11509,19,Hans Just A/S Food
11510,20,Hansens Flødeis ApS Food
11511,21,Harboes Bryggeri A/S Food
11512,22,Haribo Produktion A/S Food
11513,23,Hørkram Foodservice A/S Food
11514,24,I.M. Frellsen K/S Food
11515,25,Inco CC København A/S Food
11516,26,J.N. Meat ApS Food
11517,27,JTI Denmark A/S Food
11518,28,Lactalis Danmark A/S Food
11519,29,Lagkagehuset A/S Food
11520,30,Landbrug & Fødevarer F.M.B.A. Food
11521,31,Lantmännen Schulstad A/S Food
11522,32,Mars Danmark A/S Food
11523,33,Mondelez Danmark ApS Food
11524,34,Nestle Danmark A/S Food
11525,35,Nordic Sugar A/S Food
11526,36,Nordisk Kellogg Aps Food
11527,37,Orkla Foods Danmark A/S Food
11528,38,Pernod Ricard Denmark A/S Food
11529,39,Peter Beier Chokolade A/S Food
11530,40,Royal Unibrew A/S Food
11531,41,Scanomat A/S Food
11532,42,Sirena A/S Food
11533,43,SPX Flow Technology Copenhagen A/S Food
11534,44,Stryhns A/S Food
11535,45,The Whole Company Food
11536,46,Toms Gruppen A/S Food
11537,47,Total Produce Nordic A/S Food
11538,48,Unilever Danmark A/S Food
11539,49,Westrup A/S Food
11540,50,Niels Thun Andersen
11542,52,Greater Copenhagen Food Business Brief
11548,0,LUMENE Group
11549,1,www.lumene.com
11550,2,Kemira
11551,3,www.kemira.com
11552,4,Amer Sports
11553,5,www.amersports.com
11554,6,Fiskars Group
11555,7,www.fiskarsgroup.com
11556,8,Polar Electro
11557,9,www.polar.com
11558,10,KHVatec Co.
11559,11,www.khvatec.com
11560,12,Luhta Sportswear Company
11561,13,www.luhtasportswearcompany.fi
11562,14,Suominen
11563,15,www.suominen.fi
11564,16,Mindwarrior Games
11565,17,www.mindwarriorgames.com
11566,18,Berner
11567,19,www.berner.fi
11568,20,SALOMON
11569,21,www.salomon.com
11570,22,Iittala
11571,23,www.iittala.com
11572,24,Teleste
11573,25,www.teleste.com
11574,26,Nanso Group
11575,27,www.nansogroup.com
11576,28,Reima
11577,29,www.reima.com
11578,30,Instru Optics
11579,31,www.instruoptiikka.fi
11580,32,Marimekko
11581,33,www.marimekko.com
11582,34,Suunto
11583,35,www.suunto.com
11584,36,The ALPINA business group
11585,37,www.alpina.si
11586,38,Lappset Group
11587,39,www.lappset.com
11588,40,Henkel
11589,41,www.henkel.fi
11590,42,Rukka
11591,43,www.rukka.com
11592,44,Harvia
11593,45,www.harvia.fi
11594,46,B&B TOOLS Finland Oy
11595,47,www.tools.fi
11596,48,Sinituote Oy
11597,49,www.sinituote.fi
11598,50,Aromtech
11599,51,www.aromtech.com
11600,52,Porkka
11601,53,porkka.fi
11602,54,Prima Pet Premium Oy
11603,55,www.primapetpremium.com
11604,56,Oura Ring
11605,57,www.ouraring.com
11606,58,Lapwall Oy
11607,59,www.lapwall.fi
11608,60,Ouman
11609,61,www.ouman.fi
11610,62,Wendre
11611,63,www.wendre.com
11612,64,Lolane
11613,65,www.lolane.com
11614,66,Marttiini
11615,67,www.marttiini.fi
11616,68,SAWO
11617,69,www.sawo.com
11618,70,Planmed
11619,71,www.planmed.com
11620,72,Plc Uutechnic Group Oyj
11621,73,utgmix.com/fi
11622,74,Testori S.p.A
11623,75,www.testori.it
11624,76,Audico
11625,77,www.audico.fi
11626,78,Danvex
11627,79,www.danvex.fi
11628,80,GUTMANN
11629,81,www.gutmann-exklusiv.de
11630,82,Halti
11631,83,www.halti.com
11632,84,Puukeidas Oy
11633,85,www.puukeidas.fi
11634,86,gTIE
11635,87,www.gtie.fi
11636,88,Allaway Oy
11637,89,www.allaway.fi
11638,90,Plu
11639,91,plu.fi
11640,92,HUR
11641,93,www.hur.fi
11642,94,Jolla
11643,95,www.jolla.com
11644,96,Domretor
11645,97,domretor.fi
11646,98,Narvi
11647,99,www.narvi.fi
11648,100,Panphonics
11649,101,www.panphonics.com
11650,102,Piippo Oyj
11651,103,www.piippo.fi
11652,104,ErgoPack
11653,105,www.ergopack.de
11654,106,RED GULL Oy/Ltd
11655,107,www.red-gull.com
11656,108,NEDIS
11657,109,www.nedis.fi
11658,110,Watsons
11659,111,www.watsons.com.sg
11660,112,Rakennustoimisto Lehtoranta Oy
11661,113,www.rtl-maanrakennus.fi
11662,114,Vaasan Talopalvelu
11663,115,vaasantalopalvelu.fi
11664,116,Sentraali
11665,117,www.sentraali.fi
11666,118,Golla
11667,119,www.golla.com
11668,120,Leader
11669,121,www.leader.fi
11670,122,SportIQ
11671,123,www.sportiq.fi
11672,124,Uudenmaan Seniorikodit Oy
11673,125,www.seniorikodit.fi
11674,126,PaloDEx Group Oy
11675,127,www.palodexgroup.com
11676,128,DA-Design
11677,129,da-group.fi
11678,130,LUXMAN
11679,131,www.luxman.co.jp
11680,132,LeisureTech Electronics
11681,133,www.leisuretech.com.au
11682,134,Optomed Oy
11683,135,www.optomed.com
11684,136,Suomen Moneta
11685,137,www.suomenmoneta.fi
11686,138,Profin Oy
11687,139,www.profin.fi
11688,140,Makita Oy
11689,141,www.makita.fi
11690,142,Dermoshop
11691,143,dermosil.fi
11692,144,Scanpole
11693,145,www.scanpole.com
11694,146,Transmeri
11695,147,www.transmeri.fi
11696,148,Seppälän Koulukuvat
11697,149,seppalankoulukuvat.fi
11698,150,Fredman Group
11699,151,fredmangroup.com
11700,152,Dammega
11701,153,purkupiha.fi/dammega-oy
11702,154,Novita
11703,155,www.novitaknits.com
11704,156,Obelux
11705,157,www.obelux.com
11706,158,Lival
11707,159,www.lival.com
11708,160,Propaganda Records
11709,161,propaganda.fi
11710,162,Specim
11711,163,www.specim.fi
11712,164,DSPeaker Store
11713,165,www.dspeaker.com
11714,166,Haldin
11715,167,www.haldin.fi
11716,168,Pentonet
11717,169,pentonet.com
11718,170,Officina delle Essenze
11719,171,www.officinadelleessenze.com
11720,172,Nylund-Group
11721,173,www.nylund.fi
11722,174,Hultafors Group Finland Oy
11723,175,hultaforsgroup.fi
11724,176,T2H Rakennus Oy
11725,177,www.t2h.fi
11726,178,puroBIO Cosmetics
11727,179,purobiokosmetiikka.fi
11728,180,iPCMax.com - Serdex Solutions
11729,181,www.ipcmax.com
11730,182,Delipap
11731,183,www.delipap.fi
11732,184,Polytronic
11733,185,polytronic.fi
11734,186,Certex Finland Oy
11735,187,www.certex.fi
11736,188,IC2 Feeniks
11737,189,www.ic2feeniks.fi
11738,190,Lapuan Kankurit
11739,191,www.lapuankankurit.fi
11740,192,Lyth
11741,193,lyth.fi
11742,194,Viatronics
11743,195,www.viatronics.fi
11744,196,Cerex
11745,197,www.cerex.fi
11746,198,Finn-Convey Oy
11747,199,finn-convey.fi
11749,0,Nivea
11750,1,Pampers
11751,2,Philips
11752,3,Schwarzkopf
11753,4,Oral-B
11754,5,Braun
11755,6,Gillette
11756,7,Eucerin
11757,8,O.B.
11758,9,Garnier
11774,Tulipop,0
11775,0,Global Gourmet - Frozen Foods & Beverages Manufacturing
11776,1,Vadilal Enterprises Limited
11777,2,Taste'l Fine Food
11778,3,Jaquar Group
11779,4,Ola Foods
11780,5,Jeyyam Global Foods Private Limited
11781,6,Bikaji Foods International Limited - India
11782,7,Prataap Snacks Limited
11783,8,Wesafe India
11784,9,Nature's Essence Private Limited & Blue Heaven Cosmetics Private Limited
11785,10,Somany Home Innovation Limited
11786,11,Sleepwell
11787,12,Schiffer And Menezes India Private Limited
11788,13,Sresta Natural Bio Products
11789,14,Microtek International P Limited
11790,15,Nikon India Private Limited
11791,16,Lavazza India
11792,17,Lotte India Corporation Limited - Official
